name_file	start_time	end_time	mean_F0(Hz)	mean_HNR(dB)	mean_intensity(dB)	mean_F1(Hz)	mean_F2(Hz)	mean_F3(Hz)	mean_F4(Hz)	Jitter	Shimmer	CoG	Kurtosis	Skweness
S1_Male_sentence_02.wav	0	0.005	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S1_Male_sentence_02.wav	0.005	0.01	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S1_Male_sentence_02.wav	0.01	0.015	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S1_Male_sentence_02.wav	0.015	0.02	--undefined--	-200	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S1_Male_sentence_02.wav	0.02	0.025	--undefined--	-200	--undefined--	830.1373782843499	1861.8814539564883	2779.415572214631	3826.438040070056
S1_Male_sentence_02.wav	0.025	0.030000000000000002	--undefined--	-200	--undefined--	871.5510533008577	1797.3343591948483	2848.7514272782328	3902.4755381028763
S1_Male_sentence_02.wav	0.030000000000000002	0.035	--undefined--	-200	31.216079750594	970.9956372976451	2214.0040773705887	3210.6080204912028	4492.402269764694
S1_Male_sentence_02.wav	0.035	0.04	--undefined--	-200	32.43396136561048	1014.4429212313825	2486.2247531159055	3443.73804208744	4805.919056883333
S1_Male_sentence_02.wav	0.04	0.045	--undefined--	-200	33.31096890780908	977.3203007621393	2349.5662427258053	3413.1723143907575	4636.83214319978
S1_Male_sentence_02.wav	0.045	0.049999999999999996	--undefined--	-200	33.575275283782105	961.8133041817989	2069.090425522224	3396.9902411325097	4622.957858819359
S1_Male_sentence_02.wav	0.049999999999999996	0.05499999999999999	--undefined--	-200	33.29065284653049	1072.157572160078	2009.4544364598144	3152.618271307843	4553.165759823883
S1_Male_sentence_02.wav	0.05499999999999999	0.05999999999999999	--undefined--	-200	33.71102431710201	933.2127561949608	1844.9032527793513	3059.3032299764777	4487.660763196622
S1_Male_sentence_02.wav	0.05999999999999999	0.06499999999999999	--undefined--	-200	35.31014213471993	752.2156141369908	1773.981862127631	3013.402296427655	4489.137522964141
S1_Male_sentence_02.wav	0.06499999999999999	0.06999999999999999	--undefined--	-200	36.72524324946664	654.9800067206909	1855.0555154575875	2968.6819410147646	4553.8818700599295
S1_Male_sentence_02.wav	0.06999999999999999	0.075	--undefined--	-200	37.39894559952368	636.3544388610244	1936.3944210720983	2978.5297907308536	4587.501860088359
S1_Male_sentence_02.wav	0.075	0.08	--undefined--	-200	36.45574022052916	682.4777491814439	2021.4830910958592	2873.0171825662314	3954.9743438082014
S1_Male_sentence_02.wav	0.08	0.085	--undefined--	-200	34.9803885314024	697.9209807713501	2062.244636366221	2821.0343865179425	3796.4481648230126
S1_Male_sentence_02.wav	0.085	0.09000000000000001	--undefined--	-200	33.4440638866705	700.9574941358595	2029.4298525071808	2861.909095129026	3961.3756343780333
S1_Male_sentence_02.wav	0.09000000000000001	0.09500000000000001	--undefined--	-200	33.351152147349026	697.2485649116752	1901.8880234176486	2917.6092942542764	4146.115070355466
S1_Male_sentence_02.wav	0.09500000000000001	0.10000000000000002	--undefined--	-200	33.192001462100926	669.795321591286	1663.8148682956482	2748.4824477101865	3876.6965389324005
S1_Male_sentence_02.wav	0.10000000000000002	0.10500000000000002	--undefined--	-200	32.44752451572478	644.468086615202	1644.086685740391	2715.7497921413483	3814.3372657273217
S1_Male_sentence_02.wav	0.10500000000000002	0.11000000000000003	--undefined--	-200	31.11972462461914	685.1595205814655	1687.732837212699	2866.108844040526	3986.7591907581213
S1_Male_sentence_02.wav	0.11000000000000003	0.11500000000000003	--undefined--	-200	30.04002258261243	697.1723349023761	1734.9644571634979	2950.090869296127	4079.527682475121
S1_Male_sentence_02.wav	0.11500000000000003	0.12000000000000004	--undefined--	-200	30.290311437121545	631.8738631517081	1688.789469544493	2841.3067515710986	3965.9358294806525
S1_Male_sentence_02.wav	0.12000000000000004	0.12500000000000003	--undefined--	-200	30.583638051468398	506.843333870713	1388.2534297314558	2585.7376427186555	3783.9517510647906
S1_Male_sentence_02.wav	0.12500000000000003	0.13000000000000003	--undefined--	-200	30.626843283994226	541.7984118610729	1362.604791043876	2660.3988215282584	3784.037078965801
S1_Male_sentence_02.wav	0.13000000000000003	0.13500000000000004	--undefined--	-200	29.575136825683177	585.458930765663	1458.7670811528092	2771.0336004059845	3865.963451180804
S1_Male_sentence_02.wav	0.13500000000000004	0.14000000000000004	--undefined--	-200	28.69746330738089	628.6936931345741	1602.5736293576495	2889.267868357963	4025.4453531872614
S1_Male_sentence_02.wav	0.14000000000000004	0.14500000000000005	--undefined--	-200	28.459773924380567	661.2585166348764	1725.0509085062376	2965.7315922599164	4144.164031304507
S1_Male_sentence_02.wav	0.14500000000000005	0.15000000000000005	--undefined--	-200	28.599723618553664	664.5684831188939	1758.0450129931562	2906.803783732057	3933.4847980952395
S1_Male_sentence_02.wav	0.15000000000000005	0.15500000000000005	--undefined--	-200	29.185681951100563	636.4349854978504	1638.243419743638	2802.257818163809	3933.7114157283513
S1_Male_sentence_02.wav	0.15500000000000005	0.16000000000000006	--undefined--	-200	30.393398869846152	638.0125794694283	1650.3789171499698	2732.6058801824856	3950.175643130222
S1_Male_sentence_02.wav	0.16000000000000006	0.16500000000000006	--undefined--	-200	31.268926764304204	675.169843987832	1738.442448051252	2712.9004628984753	3969.6055139321866
S1_Male_sentence_02.wav	0.16500000000000006	0.17000000000000007	--undefined--	-200	31.733166295565237	694.705811515828	1830.0347115532584	2731.737490162064	3990.805922675891
S1_Male_sentence_02.wav	0.17000000000000007	0.17500000000000007	--undefined--	-200	31.856618680654048	560.0005447438621	1841.7918354573762	2744.6990159644847	4022.070480468116
S1_Male_sentence_02.wav	0.17500000000000007	0.18000000000000008	--undefined--	-200	31.459446026485455	630.3237731870888	1857.410680204332	2771.975139776981	3934.1299982833652
S1_Male_sentence_02.wav	0.18000000000000008	0.18500000000000008	--undefined--	-200	30.50806300584849	634.3401964416637	1780.9934086950925	2786.938052536705	3915.2017240409104
S1_Male_sentence_02.wav	0.18500000000000008	0.19000000000000009	--undefined--	-200	29.99117554344735	632.7566502824578	1704.141236375302	2790.2077900179384	3877.8745900469357
S1_Male_sentence_02.wav	0.19000000000000009	0.1950000000000001	--undefined--	-200	29.942498749514286	645.9729350184997	1676.4895089697109	2785.376808195707	3800.5581598080253
S1_Male_sentence_02.wav	0.1950000000000001	0.2000000000000001	--undefined--	-200	30.588552517783008	625.1192558527946	1684.6913771389993	2778.8054392974545	3763.2497352264663
S1_Male_sentence_02.wav	0.2000000000000001	0.2050000000000001	--undefined--	-200	31.044485916055805	593.1717543890497	1732.6489383775233	2924.5130643496955	3802.172554045332
S1_Male_sentence_02.wav	0.2050000000000001	0.2100000000000001	--undefined--	-200	31.16655507221094	578.3539461683929	1763.2868508054294	2957.2213140511412	3894.5620289295666
S1_Male_sentence_02.wav	0.2100000000000001	0.2150000000000001	--undefined--	-200	30.647629573428844	571.110757216712	1783.0686907742531	2951.736149987617	4016.6089488509024
S1_Male_sentence_02.wav	0.2150000000000001	0.2200000000000001	--undefined--	-200	30.055374164400142	573.7316702206455	1790.5389346657305	2951.6050991473853	4112.470577186246
S1_Male_sentence_02.wav	0.2200000000000001	0.22500000000000012	--undefined--	-200	29.631971268658628	607.317890354629	1769.7913108686341	2943.7817337367856	4078.202138137975
S1_Male_sentence_02.wav	0.22500000000000012	0.23000000000000012	--undefined--	-200	30.131208128317585	640.8648219895214	1702.6627053145303	2900.552907767662	3804.87558257803
S1_Male_sentence_02.wav	0.23000000000000012	0.23500000000000013	--undefined--	-200	30.824697862014997	601.5872427140193	1637.5508018994728	2908.8247676541428	3831.930957552341
S1_Male_sentence_02.wav	0.23500000000000013	0.24000000000000013	--undefined--	-200	30.87405119578334	567.7575725301547	1615.8322743912017	2922.585754268932	3874.3060517664426
S1_Male_sentence_02.wav	0.24000000000000013	0.24500000000000013	--undefined--	-200	30.99411789861951	593.0467932449177	1661.6058691537648	2928.763683863484	3787.7395082040157
S1_Male_sentence_02.wav	0.24500000000000013	0.2500000000000001	--undefined--	-200	31.33952357793197	694.7317939976149	1778.9686074939905	2965.4495790116	3649.8962318539557
S1_Male_sentence_02.wav	0.2500000000000001	0.2550000000000001	--undefined--	-200	32.42446179799004	732.9861375164171	1857.9186266304434	2992.6345093227856	3511.5367698856917
S1_Male_sentence_02.wav	0.2550000000000001	0.2600000000000001	--undefined--	-200	33.30850340732546	691.7151467665241	1843.0062522881867	3005.980911857489	3554.2278322066477
S1_Male_sentence_02.wav	0.2600000000000001	0.2650000000000001	--undefined--	-200	33.60507035654221	625.7972711907915	1781.8376959264867	2994.420597307228	3846.6731783082414
S1_Male_sentence_02.wav	0.2650000000000001	0.27000000000000013	--undefined--	-200	32.57842944609722	582.6244942993363	1703.916464450703	2971.931727726848	4216.1852101080285
S1_Male_sentence_02.wav	0.27000000000000013	0.27500000000000013	--undefined--	-200	31.05351662786872	598.6758608673426	1609.0573939614915	2987.957724627538	4153.12047326059
S1_Male_sentence_02.wav	0.27500000000000013	0.28000000000000014	--undefined--	-200	29.791979135027333	612.5307953804221	1699.7961556681132	2922.395373880074	4188.3072988710655
S1_Male_sentence_02.wav	0.28000000000000014	0.28500000000000014	--undefined--	-200	29.800215466158413	618.4009505153516	1751.4955627163913	2891.6543284649642	4200.258156118884
S1_Male_sentence_02.wav	0.28500000000000014	0.29000000000000015	--undefined--	-200	30.76921783482749	600.9191458423262	1743.979004126069	2857.8744875092493	4045.6214776538545
S1_Male_sentence_02.wav	0.29000000000000015	0.29500000000000015	--undefined--	-200	31.445383128992038	580.4874259586385	1699.9189017105987	2812.7657088422857	3800.3446704500434
S1_Male_sentence_02.wav	0.29500000000000015	0.30000000000000016	--undefined--	-200	31.23648709475008	628.7850590398965	1692.7401731390462	2795.31396904586	3848.1412198899966
S1_Male_sentence_02.wav	0.30000000000000016	0.30500000000000016	--undefined--	-200	29.896394228518126	717.6677771644272	1701.8729890900672	2905.49757659498	3926.8641928569427
S1_Male_sentence_02.wav	0.30500000000000016	0.31000000000000016	--undefined--	-200	30.097559272486034	688.6983394465116	1710.549032457284	3022.4562185330406	4180.461813999131
S1_Male_sentence_02.wav	0.31000000000000016	0.31500000000000017	--undefined--	-200	31.067921228633185	610.5661049616176	1716.3761494548196	3075.360676107974	4343.63957104813
S1_Male_sentence_02.wav	0.31500000000000017	0.3200000000000002	--undefined--	-200	32.30275036239385	560.8768235702139	1715.9809553029738	3023.0933068213876	4228.6646799512455
S1_Male_sentence_02.wav	0.3200000000000002	0.3250000000000002	--undefined--	-200	32.45300454120524	624.1350541529306	1703.5993260449245	2857.888070428112	3754.700921351896
S1_Male_sentence_02.wav	0.3250000000000002	0.3300000000000002	--undefined--	-200	31.621784595174127	665.0024725084736	1756.4935878459412	2950.0584017445567	3692.5698029007876
S1_Male_sentence_02.wav	0.3300000000000002	0.3350000000000002	--undefined--	-200	30.523227138598525	634.9656705242284	1791.2728738490116	3139.942995752279	3678.453249691056
S1_Male_sentence_02.wav	0.3350000000000002	0.3400000000000002	--undefined--	-200	29.53865014387396	606.9156271407223	1774.7658347408062	3191.5236699194306	3662.539087384892
S1_Male_sentence_02.wav	0.3400000000000002	0.3450000000000002	--undefined--	-200	28.88085476928261	607.1279485021566	1727.6662340497928	3061.9953432169964	3691.4391051954644
S1_Male_sentence_02.wav	0.3450000000000002	0.3500000000000002	--undefined--	-200	28.551743713160903	593.3536060057148	1743.6011604201042	2973.722347813083	3938.1176618488657
S1_Male_sentence_02.wav	0.3500000000000002	0.3550000000000002	--undefined--	-200	28.17142517381418	660.2847933135859	1811.492022073117	3052.7804133977847	4075.4727850473337
S1_Male_sentence_02.wav	0.3550000000000002	0.3600000000000002	--undefined--	-200	27.210231922164954	752.6482665465692	1790.5271069660262	3118.0671407057644	4076.762631075546
S1_Male_sentence_02.wav	0.3600000000000002	0.3650000000000002	--undefined--	-200	26.54206439843792	827.5503397817884	1755.0534328904382	3183.481836644702	4082.407337343661
S1_Male_sentence_02.wav	0.3650000000000002	0.3700000000000002	--undefined--	-200	26.38683529715406	847.2706835680012	1710.4802360229846	3210.9930503384617	4143.879105463431
S1_Male_sentence_02.wav	0.3700000000000002	0.3750000000000002	--undefined--	-200	27.380533241676957	776.9897005037355	1555.864988145167	3078.2485269626472	4184.7224201194285
S1_Male_sentence_02.wav	0.3750000000000002	0.3800000000000002	--undefined--	-200	28.645830992398167	668.7206134569939	1606.406557326345	2691.5092346299707	3853.3195651919427
S1_Male_sentence_02.wav	0.3800000000000002	0.38500000000000023	--undefined--	-200	29.82330865697696	596.2880320455295	1686.1212308098377	2660.007752807206	3785.340677755917
