begin_time_stamp,end_time_stamp,vowel_name,F0,F1,F2,F3,F4,HNR,intensity,Jitter,Shimmer,CoG,Kurtosis,Skweness
1.0250000000000001,1.03,a,101.45973555979202,519.2616446319137,1734.703567400758,2710.5310322524,3811.725639814593,5.052833176601259,72.3760787597468,,,,,
1.03,1.035,a,101.27484183683467,529.5744577199399,1729.5374930874914,2710.840937210438,3789.549356880993,8.461012252883759,72.54703010803043,,,,,
1.035,1.0399999999999998,a,100.9709359113772,535.4509863376068,1719.1293143180174,2700.7604827067757,3746.411932880936,9.391340661466767,72.4503820721996,,,,,
1.0399999999999998,1.0449999999999997,a,100.59622525785004,539.0194732927878,1733.4083449279904,2683.826793112826,3759.3780409272963,11.510626471345944,72.35515982946502,,,,,
1.0449999999999997,1.0499999999999996,a,100.22151460432288,543.0578344816136,1740.294170566462,2671.0296156314503,3752.8097694872845,12.10469051448198,72.26786757171901,,,,,
1.0499999999999996,1.0549999999999995,a,99.84680395079572,538.8652083749198,1747.6445398136043,2662.931890975087,3770.647634195009,14.082354457769936,72.21364539741319,,,,,
1.0549999999999995,1.0599999999999994,a,99.47209329726854,528.8794147822571,1755.3694235432479,2660.4115336831323,3794.922120865188,15.928700253726713,72.20546757272643,,,,,
1.0599999999999994,1.0649999999999993,a,99.24064684262596,526.3860633683925,1755.6634206227893,2664.618650009924,3747.4376910675537,15.704836672246547,72.23690786047692,,,,,
1.0649999999999993,1.0699999999999992,a,99.09443351896539,520.1297148353049,1759.2874210075295,2665.4209437977283,3692.4259211028675,16.36176851042794,72.2939741760375,,,,,
1.0699999999999992,1.074999999999999,a,98.9482201953048,503.4068741830076,1760.2114086073673,2675.495767198035,3652.323537752664,15.508531719916725,72.25736881966309,,,,,
1.074999999999999,1.079999999999999,a,98.80200687164422,491.78035973141925,1761.3930499494084,2683.550685475535,3633.7912386714047,13.497014836405139,72.06017145716048,,,,,
1.079999999999999,1.0849999999999989,a,98.65579354798363,481.8599712321642,1766.3705826702253,2685.62519246236,3675.5233120209773,10.324772681291293,71.54507369985605,,,,,
1.0849999999999989,1.0899999999999987,a,98.39385491390769,451.8453648476889,1779.18638569219,2684.9035432034693,3846.8073305073804,7.76295231143072,70.68275606960981,,,,,
1.0899999999999987,1.0949999999999986,a,98.06306704452128,430.03421946931854,1767.6187264857442,2684.9076733413435,3867.12259483678,5.6907964573885845,69.34493095762791,,,,,
1.0949999999999986,1.0999999999999985,a,97.73227917513486,362.3443634302595,1736.7655687091699,2729.358366868191,3835.576340214017,5.405064651395026,68.03577754974609,,,,,
1.0999999999999985,1.1049999999999984,a,97.40149130574845,312.8200997250347,1720.211149097869,2777.000581958607,3830.8630569654756,5.845465644151992,66.92104635899621,,,,,
1.1049999999999984,1.1099999999999983,a,97.07070343636202,299.98114153593394,1734.1745455686298,2814.20540388306,3863.1763001125664,6.072826576009889,66.47574655099356,,,,,
1.174999999999997,1.1799999999999968,u,114.00350926569334,313.89246511682256,1436.1733213557418,2862.0026578041557,3570.977089285689,7.128168423744739,69.480004977435,,,,,
1.1799999999999968,1.1849999999999967,u,116.12430017371676,320.8017985441818,1382.5000713562006,2920.760932718749,3545.4056729505005,10.921436079739278,70.10438042866711,,,,,
1.1849999999999967,1.1899999999999966,u,118.13811790728923,321.86330528921167,1247.5729790661899,3090.2443449447073,3603.1838597361057,11.56471555266692,70.56888419416472,,,,,
1.1899999999999966,1.1949999999999965,u,120.0882933725173,326.30658018098876,1184.3517084908988,3028.359092283582,3695.759177502602,10.688902819883326,70.88148664140577,,,,,
1.1949999999999965,1.1999999999999964,u,122.03846883774536,332.0316675843757,1164.654442400396,3065.3929342793413,3719.3298133080602,11.757677943681674,71.0665328394311,,,,,
1.1999999999999964,1.2049999999999963,u,123.98864430297343,334.3344871402868,1137.1480118820737,3095.508796543147,3710.756975743439,12.181278103565836,71.20502400506246,,,,,
1.2049999999999963,1.2099999999999962,u,125.93881976820148,331.61538510973037,1088.6098899035314,3076.031558742282,3693.852870512164,12.147027737601144,71.36028138648997,,,,,
1.2099999999999962,1.214999999999996,u,128.2809770698404,325.32039129317025,1043.0755274324283,3026.234284984482,3679.9505759275503,10.088364634798783,71.62341823604771,,,,,
1.214999999999996,1.219999999999996,u,130.85633875516749,323.0227050424993,1079.2627051589675,3198.575196591289,3713.8316921513183,9.991783527395283,72.02701545577622,,,,,
1.219999999999996,1.2249999999999959,u,133.43170044049455,317.76975225789937,1071.716794781126,3107.5858312394726,3606.749895672595,10.463509203228483,72.54952377316795,,,,,
1.2249999999999959,1.2299999999999958,u,136.00706212582165,306.3249402582451,980.1376999849483,2820.597073129096,3520.36628146494,11.877445653677206,73.11184452107459,,,,,
