name_file	start_time	end_time	mean_F0(Hz)	mean_HNR(dB)	mean_intensity(dB)	mean_F1(Hz)	mean_F2(Hz)	mean_F3(Hz)	mean_F4(Hz)	Jitter	Shimmer	CoG	Kurtosis	Skweness
S2_Female_sentence_01.wav	0	0.005	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.005	0.01	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.01	0.015	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.015	0.02	--undefined--	-200	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.02	0.025	--undefined--	-200	--undefined--	2523.028597964347	3826.533540921092	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.025	0.030000000000000002	--undefined--	-200	--undefined--	1122.4108821309478	3433.8121292556416	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.030000000000000002	0.035	--undefined--	-200	53.350482179970854	51.34992730104065	3134.6439205651286	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.035	0.04	--undefined--	-200	-8.65619706858881	51.349150260337964	3136.721951627267	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.04	0.045	--undefined--	-200	-59.88625940393772	51.34831071256649	3137.1771696198566	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.045	0.049999999999999996	--undefined--	-200	-54.17679193872401	51.349860590859485	3135.309496598438	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.049999999999999996	0.05499999999999999	--undefined--	-200	-52.94656685641403	51.350115302676635	3135.3940118322275	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.05499999999999999	0.05999999999999999	--undefined--	-200	-52.946707323969385	51.34924529048255	3136.549818417739	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.05999999999999999	0.06499999999999999	--undefined--	-200	-52.94674511976816	51.34841036394168	3137.204954448788	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.06499999999999999	0.06999999999999999	--undefined--	-200	-52.94673099665074	51.35017266745974	3134.943212869647	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.06999999999999999	0.075	--undefined--	-200	-52.94668378518488	51.35035613397024	3135.1711837642997	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.075	0.08	--undefined--	-200	-52.94669266297116	51.34906976258382	3136.724590882418	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.08	0.085	--undefined--	-200	-52.946647794074096	51.34875500186495	3136.850733743149	--undefined--	--undefined--
S2_Female_sentence_01.wav	0.085	0.09000000000000001	--undefined--	-200	-52.946500683790404	51.35005699271303	3135.094250455826	--undefined--	--undefined--
