name_file	start_time	end_time	mean_F0(Hz)	mean_HNR(dB)	mean_intensity(dB)	mean_F1(Hz)	mean_F2(Hz)	mean_F3(Hz)	mean_F4(Hz)	Jitter	Shimmer	CoG	Kurtosis	Skweness
S2_Female_sentence_10.wav	0	0.005	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S2_Female_sentence_10.wav	0.005	0.01	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S2_Female_sentence_10.wav	0.01	0.015	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S2_Female_sentence_10.wav	0.015	0.02	--undefined--	1.0388111609390691	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S2_Female_sentence_10.wav	0.02	0.025	--undefined--	-117.48747206320226	--undefined--	212.51727467741483	1512.8031827556354	2905.3079539135524	3888.9615557268257
S2_Female_sentence_10.wav	0.025	0.030000000000000002	--undefined--	-209.9830820612441	--undefined--	1107.6186220906957	2501.9009299094737	3649.0362149551506	4729.5901017240985
S2_Female_sentence_10.wav	0.030000000000000002	0.035	--undefined--	-200	69.59160583422793	899.0012154569418	2322.511144168208	3392.031275876794	4541.510558113805
S2_Female_sentence_10.wav	0.035	0.04	--undefined--	-200	69.3966592241072	512.3750831304751	1847.4004297981787	2980.3617247116435	4161.725903683772
S2_Female_sentence_10.wav	0.04	0.045	--undefined--	-200	69.01948776590378	1424.152479432579	2573.2111492396675	3748.8759387246328	4957.688789395075
S2_Female_sentence_10.wav	0.045	0.049999999999999996	--undefined--	-214.4495280001718	68.32169540993488	1508.9885334220792	2669.7225258542708	3842.71057986633	5126.308675421101
S2_Female_sentence_10.wav	0.049999999999999996	0.05499999999999999	--undefined--	-76.82332043137598	69.4655845067142	1611.805153407087	2658.1400236949607	4208.362218977031	--undefined--
S2_Female_sentence_10.wav	0.05499999999999999	0.05999999999999999	--undefined--	18.13914243079462	71.14565149778605	1047.6546806209171	2201.1472593672966	3567.856632306641	--undefined--
S2_Female_sentence_10.wav	0.05999999999999999	0.06499999999999999	--undefined--	12.795257687003206	72.26465137877068	367.5328749148749	1706.5909111453036	2675.567389574883	3943.6984252263496
S2_Female_sentence_10.wav	0.06499999999999999	0.06999999999999999	--undefined--	4.5305985535719016	71.96853472251418	370.93714548494245	1711.7008976018553	2730.426031185031	3645.472807349452
S2_Female_sentence_10.wav	0.06999999999999999	0.075	--undefined--	14.020616666634119	70.49692911964529	388.4095722680573	1692.6688645924103	2828.2466019140575	3709.512918580591
S2_Female_sentence_10.wav	0.075	0.08	--undefined--	-122.08168115046324	68.54680418084041	339.96518351612	1551.6967999948845	2818.41006006655	3756.1818392749424
S2_Female_sentence_10.wav	0.08	0.085	--undefined--	-209.95112150967793	67.44728513316615	268.32964020507904	1502.2088451302216	2810.2905678566344	3765.503994300387
S2_Female_sentence_10.wav	0.085	0.09000000000000001	--undefined--	-200	67.67228222737387	203.51096595316196	1520.40757064214	2760.175726744529	3785.621488751892
S2_Female_sentence_10.wav	0.09000000000000001	0.09500000000000001	--undefined--	-200	67.57374797692351	262.38061890096685	1604.2807070197593	2707.0952257276667	3969.245342295646
S2_Female_sentence_10.wav	0.09500000000000001	0.10000000000000002	--undefined--	-200	67.04608729813162	1297.9074427209134	2597.3141841702727	3760.8298783167475	5133.12785659756
S2_Female_sentence_10.wav	0.10000000000000002	0.10500000000000002	--undefined--	-200	65.66588626970196	1396.8140930158218	2686.7687357988257	3921.2850580990626	--undefined--
S2_Female_sentence_10.wav	0.10500000000000002	0.11000000000000003	--undefined--	-200	65.1908778438721	1437.2961246538805	2623.607227495584	3932.1288148409335	--undefined--
S2_Female_sentence_10.wav	0.11000000000000003	0.11500000000000003	--undefined--	-200	65.57134013577188	1155.8241805959874	2358.851393339457	3603.6083667100775	--undefined--
S2_Female_sentence_10.wav	0.11500000000000003	0.12000000000000004	194.7185484570005	-200	66.44260552229701	178.57388692154535	1728.811054508078	2683.3968917335205	4008.846567887429
S2_Female_sentence_10.wav	0.12000000000000004	0.12500000000000003	194.7185484570005	-200	66.96044178510762	152.8664248483314	1647.0431999651414	2747.9918477947076	4035.9362101253932
S2_Female_sentence_10.wav	0.12500000000000003	0.13000000000000003	194.7185484570005	-200	66.7780149995498	1063.816931917322	2413.0328956123467	3655.636136694313	4863.191139358044
S2_Female_sentence_10.wav	0.13000000000000003	0.13500000000000004	193.62030033330265	-200	65.86248391891014	1389.2414142131192	2722.8001516975814	3475.7147978651597	4928.841572693064
S2_Female_sentence_10.wav	0.13500000000000004	0.14000000000000004	191.75750255426135	-200	64.91989913894919	1215.8864251434302	2529.395418596168	2906.314530263368	4512.483437626063
S2_Female_sentence_10.wav	0.14000000000000004	0.14500000000000005	189.89470477522005	-200	64.80026656266355	1152.3112465613733	2271.296418110599	3291.4016701594096	4435.524218445541
S2_Female_sentence_10.wav	0.14500000000000005	0.15000000000000005	188.03190699617878	-200	64.24921456550776	1543.5865880437998	2794.74554282656	3893.5663115219004	4751.540899281876
S2_Female_sentence_10.wav	0.15000000000000005	0.15500000000000005	186.16910921713747	-200	63.36950261424179	1533.7432683855475	2872.162485176577	3915.875502307925	4940.571581344471
S2_Female_sentence_10.wav	0.15500000000000005	0.16000000000000006	185.40455956179406	-200	62.630575439482314	1437.820381455839	2817.82319356405	3904.2456350441503	5035.675201472394
S2_Female_sentence_10.wav	0.16000000000000006	0.16500000000000006	185.40455956179406	-200	62.49812824323984	1405.504726856129	2706.941434386874	3917.3408546007345	5091.627120399571
S2_Female_sentence_10.wav	0.16500000000000006	0.17000000000000007	--undefined--	-200	63.059255377358056	1510.3079587646478	2572.820802818212	3891.343307833591	5159.112123637042
S2_Female_sentence_10.wav	0.17000000000000007	0.17500000000000007	--undefined--	-200	61.871370441841194	1621.6119932830484	2679.9858616130505	4037.0191803057796	--undefined--
S2_Female_sentence_10.wav	0.17500000000000007	0.18000000000000008	--undefined--	-200	60.22128785240965	596.7451907209067	2061.7064072916414	3417.4975340002843	3787.7791072509935
S2_Female_sentence_10.wav	0.18000000000000008	0.18500000000000008	--undefined--	-200	59.24224528913313	844.159722157635	2399.389017142372	3702.7596961587337	3787.7791072509935
S2_Female_sentence_10.wav	0.18500000000000008	0.19000000000000009	--undefined--	-200	58.9720114873935	1572.7521804022508	2815.7001947505373	4052.220003845247	--undefined--
S2_Female_sentence_10.wav	0.19000000000000009	0.1950000000000001	--undefined--	-200	59.14333318090066	1263.9500654316428	2024.8757042683314	3223.391165474206	4603.24879169311
S2_Female_sentence_10.wav	0.1950000000000001	0.2000000000000001	--undefined--	-200	58.64309782472595	1395.523201544919	2473.7040126336274	3612.9135679145393	4788.114951021061
S2_Female_sentence_10.wav	0.2000000000000001	0.2050000000000001	--undefined--	-200	58.988572098952766	1372.0185113460489	2598.8598827417627	3847.5374144170237	4905.704071612201
S2_Female_sentence_10.wav	0.2050000000000001	0.2100000000000001	--undefined--	-200	60.581957415846766	1328.9835572645534	2561.4362671715867	3691.162299545011	4826.815040495366
S2_Female_sentence_10.wav	0.2100000000000001	0.2150000000000001	--undefined--	-200	61.447550708989866	1282.991312415966	2430.9520899137215	3376.945300936166	4668.443476595934
S2_Female_sentence_10.wav	0.2150000000000001	0.2200000000000001	--undefined--	-200	61.931538003978055	1246.5608971616703	2326.4777262976895	3306.531343916958	4634.823257158543
S2_Female_sentence_10.wav	0.2200000000000001	0.22500000000000012	--undefined--	-200	62.29887240195904	1504.827886896477	2939.827795872492	3860.950727412926	4913.469204465098
S2_Female_sentence_10.wav	0.22500000000000012	0.23000000000000012	--undefined--	-200	61.735167254511076	1494.759607556402	3036.286805064726	4096.237642790499	--undefined--
S2_Female_sentence_10.wav	0.23000000000000012	0.23500000000000013	--undefined--	-200	60.542837674818955	1318.535242106404	2827.6599201972317	3782.4841769150753	--undefined--
S2_Female_sentence_10.wav	0.23500000000000013	0.24000000000000013	--undefined--	-200	59.62508377656219	1180.3984026899545	2518.8178428280075	3341.1364715865443	4552.476695443561
S2_Female_sentence_10.wav	0.24000000000000013	0.24500000000000013	--undefined--	-200	59.82957178353112	1304.976450288404	2347.9824853075443	3362.6063314865123	4470.120609265832
S2_Female_sentence_10.wav	0.24500000000000013	0.2500000000000001	--undefined--	-200	61.36738490535	1765.9489212507103	2721.7154308595486	3894.0070323362565	4983.124122820903
S2_Female_sentence_10.wav	0.2500000000000001	0.2550000000000001	--undefined--	-200	60.72964371115061	1630.0467494470038	2554.6832552718533	3997.0201619754644	4989.428290411674
S2_Female_sentence_10.wav	0.2550000000000001	0.2600000000000001	--undefined--	-200	59.394267933970326	1664.6887263552715	2714.3433440116764	3950.845513589351	4889.217808152256
S2_Female_sentence_10.wav	0.2600000000000001	0.2650000000000001	--undefined--	-200	58.622812002754415	1684.1962819729981	2810.7531590313424	3733.8384294259786	4688.129387430476
S2_Female_sentence_10.wav	0.2650000000000001	0.27000000000000013	--undefined--	-200	58.2142636913389	1319.111992351183	2265.2924252063453	3332.320997436302	4349.535452287127
S2_Female_sentence_10.wav	0.27000000000000013	0.27500000000000013	--undefined--	-200	57.953281879846166	1260.7717326572963	2364.068851362547	3505.9483298538385	4474.157801977577
S2_Female_sentence_10.wav	0.27500000000000013	0.28000000000000014	--undefined--	-200	56.954558672383676	1327.9552713005037	2532.1620925131574	3650.6627660414447	4762.392617159295
S2_Female_sentence_10.wav	0.28000000000000014	0.28500000000000014	--undefined--	-200	56.56541572576561	1377.629087390811	2590.0976931316495	3470.331914154376	4673.498056108728
S2_Female_sentence_10.wav	0.28500000000000014	0.29000000000000015	--undefined--	-200	57.15894659358348	1390.0840586937636	2587.1238462163506	3205.328593522154	4401.985614813461
S2_Female_sentence_10.wav	0.29000000000000015	0.29500000000000015	--undefined--	-200	57.00398497559585	1379.2163576672708	2626.6449661131282	3196.384759412809	4343.576731147182
S2_Female_sentence_10.wav	0.29500000000000015	0.30000000000000016	--undefined--	-200	56.90840078024625	1295.9895934288627	2603.9167667047986	3066.719659447316	4441.009535447946
S2_Female_sentence_10.wav	0.30000000000000016	0.30500000000000016	--undefined--	-200	57.6664112546248	1302.7159155508398	2615.271472900237	3478.847067760994	4703.676301427468
S2_Female_sentence_10.wav	0.30500000000000016	0.31000000000000016	--undefined--	-200	58.331882653204595	1408.671610110741	2634.3387639417533	3746.006720689443	4825.465916447514
