name_file	start_time	end_time	mean_F0(Hz)	mean_HNR(dB)	mean_intensity(dB)	mean_F1(Hz)	mean_F2(Hz)	mean_F3(Hz)	mean_F4(Hz)	Jitter	Shimmer	CoG	Kurtosis	Skweness
S1_Male_sentence_10.wav	0	0.005	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S1_Male_sentence_10.wav	0.005	0.01	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S1_Male_sentence_10.wav	0.01	0.015	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S1_Male_sentence_10.wav	0.015	0.02	--undefined--	-200	--undefined--	--undefined--	--undefined--	--undefined--	--undefined--
S1_Male_sentence_10.wav	0.02	0.025	--undefined--	-200	--undefined--	629.3979670159384	1586.7499586191864	3150.8838350171313	4335.726928769155
S1_Male_sentence_10.wav	0.025	0.030000000000000002	--undefined--	-200	31.997194709496632	654.7040327547581	1605.9037315699045	3143.008668292211	4258.856725867364
S1_Male_sentence_10.wav	0.030000000000000002	0.035	--undefined--	-200	31.96764403766004	719.324758040255	1693.6309290871257	3191.8967341914604	4190.007568520108
S1_Male_sentence_10.wav	0.035	0.04	--undefined--	-200	31.87727062379086	825.6765329023334	1927.6717161137774	3431.3056928130904	4371.079415802848
S1_Male_sentence_10.wav	0.04	0.045	--undefined--	-200	32.16603912305629	707.006518173983	1740.041752344719	3080.3696346064908	4413.760337292299
S1_Male_sentence_10.wav	0.045	0.049999999999999996	--undefined--	-200	32.650331797295664	667.2833974376103	1703.9861494134507	2932.6977501268425	4327.53608844117
S1_Male_sentence_10.wav	0.049999999999999996	0.05499999999999999	--undefined--	-200	32.837536364292276	665.6521762252036	1717.9284647709053	2954.9147428238825	4107.372382553129
S1_Male_sentence_10.wav	0.05499999999999999	0.05999999999999999	--undefined--	-200	32.79162860550691	664.595615207786	1737.9445904299512	3042.5880310395733	3798.668801418053
S1_Male_sentence_10.wav	0.05999999999999999	0.06499999999999999	--undefined--	-200	32.53345108657234	629.8481271271704	1775.7784163101805	3022.152209344197	3496.754515907481
S1_Male_sentence_10.wav	0.06499999999999999	0.06999999999999999	--undefined--	-200	32.18093390428621	646.7541164779147	1716.2030234453177	3242.3989106780505	3381.7089856762677
S1_Male_sentence_10.wav	0.06999999999999999	0.075	--undefined--	-200	31.676358377595083	679.3099682400679	1665.4000182029868	3291.2195182798155	3502.8620996456693
S1_Male_sentence_10.wav	0.075	0.08	--undefined--	-200	30.99903098903925	642.7211716250606	1660.2789798616457	3221.101988082834	3822.797238700927
S1_Male_sentence_10.wav	0.08	0.085	--undefined--	-200	30.514597018700574	573.3634334534061	1686.1286657124094	3098.6605980102586	4139.416311332106
S1_Male_sentence_10.wav	0.085	0.09000000000000001	--undefined--	-200	30.356255014595405	625.5913782036638	1677.8895897906425	3004.8371435922413	4090.3510608676693
S1_Male_sentence_10.wav	0.09000000000000001	0.09500000000000001	--undefined--	-200	30.85664896462379	690.8130480277755	1664.0397568428955	2998.318844132298	4119.680293300139
S1_Male_sentence_10.wav	0.09500000000000001	0.10000000000000002	--undefined--	-200	31.119246219607934	723.4480599426212	1727.9159282744092	3001.556774864868	4208.249353099027
S1_Male_sentence_10.wav	0.10000000000000002	0.10500000000000002	--undefined--	-200	31.06861829177935	722.098259099774	1786.1473402794277	3023.9358131873405	4270.8117972035725
S1_Male_sentence_10.wav	0.10500000000000002	0.11000000000000003	--undefined--	-200	30.931816122806637	706.1473501147877	1799.9965733835086	3040.202909386336	4298.04610023804
S1_Male_sentence_10.wav	0.11000000000000003	0.11500000000000003	--undefined--	-200	30.699295923167348	715.2003400854574	1774.1743750252967	2991.384158519325	4354.043232354982
S1_Male_sentence_10.wav	0.11500000000000003	0.12000000000000004	--undefined--	-200	30.3817936393201	680.4015446059237	1726.4777130529656	2918.5977690091663	4160.230362879881
S1_Male_sentence_10.wav	0.12000000000000004	0.12500000000000003	--undefined--	-200	30.7083856445692	697.0060255355721	1693.5312126554195	2834.497721619248	4244.203732018942
S1_Male_sentence_10.wav	0.12500000000000003	0.13000000000000003	--undefined--	-200	31.43809194557679	701.2287537679648	1673.0209177971658	2836.781387429656	4223.165653828264
S1_Male_sentence_10.wav	0.13000000000000003	0.13500000000000004	--undefined--	-200	32.39473656515812	679.8305351883325	1671.1277293420958	2946.7651485820143	4038.929818539464
S1_Male_sentence_10.wav	0.13500000000000004	0.14000000000000004	--undefined--	-200	32.73264089992447	668.7458686651886	1702.129897658326	3110.6486925820914	3950.196611389594
S1_Male_sentence_10.wav	0.14000000000000004	0.14500000000000005	--undefined--	-200	32.37290203861012	645.4671577866168	1697.1127026449947	3065.3170842221125	4301.219566526112
S1_Male_sentence_10.wav	0.14500000000000005	0.15000000000000005	--undefined--	-200	31.49286072763675	682.4739573149011	1693.3962946098936	2999.4946405027595	4298.04309442537
S1_Male_sentence_10.wav	0.15000000000000005	0.15500000000000005	--undefined--	-200	30.433207541393074	711.9502401968564	1681.5463058475343	2884.7702986661334	4090.5565570679946
S1_Male_sentence_10.wav	0.15500000000000005	0.16000000000000006	--undefined--	-200	29.392470497683174	703.9091171020482	1668.576707872744	2803.668654397149	3889.2853249270966
S1_Male_sentence_10.wav	0.16000000000000006	0.16500000000000006	--undefined--	-200	29.35402557203432	665.241787128343	1677.5313034359147	2946.1950823020625	3963.7528071161296
S1_Male_sentence_10.wav	0.16500000000000006	0.17000000000000007	--undefined--	-200	29.91838880582249	631.7446706341174	1701.8672589670177	2939.916177117785	3851.1979550003844
S1_Male_sentence_10.wav	0.17000000000000007	0.17500000000000007	--undefined--	-200	30.612595901743475	630.7409663827923	1741.202090312737	2938.2929817528875	3761.0757503733535
S1_Male_sentence_10.wav	0.17500000000000007	0.18000000000000008	--undefined--	-200	31.298756220342227	633.1723072451025	1752.9947221759473	2932.1846791852063	3862.886991294012
S1_Male_sentence_10.wav	0.18000000000000008	0.18500000000000008	--undefined--	-200	31.878762300038325	625.9933264186325	1721.637482960451	2910.192129385691	4139.997056418929
S1_Male_sentence_10.wav	0.18500000000000008	0.19000000000000009	--undefined--	-200	32.10345775906092	611.7753449324837	1658.0460224676526	2858.6222458041993	4392.878772006199
S1_Male_sentence_10.wav	0.19000000000000009	0.1950000000000001	--undefined--	-200	31.92855037265414	619.7715442798343	1682.4020477348627	2728.6502344214305	4071.5114000051944
S1_Male_sentence_10.wav	0.1950000000000001	0.2000000000000001	--undefined--	-200	31.30516952491498	646.0166764757902	1734.7201996065935	2700.912104182443	3919.391839865721
S1_Male_sentence_10.wav	0.2000000000000001	0.2050000000000001	--undefined--	-200	30.82918025324481	664.0594648022624	1756.5499116760827	2740.123558329375	3905.1315281442803
S1_Male_sentence_10.wav	0.2050000000000001	0.2100000000000001	--undefined--	-200	30.637103536307695	667.8891005690534	1738.069055181628	2845.0297331394636	3965.9439352338327
S1_Male_sentence_10.wav	0.2100000000000001	0.2150000000000001	--undefined--	-200	31.10787109456826	671.3127248054141	1716.7560963530007	3046.4863877158305	4007.7632372214725
S1_Male_sentence_10.wav	0.2150000000000001	0.2200000000000001	--undefined--	-200	31.11203022696986	626.4747829682428	1635.2095962997428	2947.5644929877585	3929.048676376715
S1_Male_sentence_10.wav	0.2200000000000001	0.22500000000000012	--undefined--	-200	30.629462874763213	612.6565572366723	1580.1334249263746	2864.184120228576	3833.707087659034
S1_Male_sentence_10.wav	0.22500000000000012	0.23000000000000012	--undefined--	-200	30.194510342848325	638.1452206813212	1609.3425295683467	2848.636535929838	3846.992973240999
S1_Male_sentence_10.wav	0.23000000000000012	0.23500000000000013	--undefined--	-200	30.198703083455165	682.6467495150652	1694.4609174486184	2892.0922415269524	4010.022702470826
S1_Male_sentence_10.wav	0.23500000000000013	0.24000000000000013	--undefined--	-200	30.899607325527565	697.9539984721977	1722.9715108268404	2926.1082294780736	4280.975568162285
S1_Male_sentence_10.wav	0.24000000000000013	0.24500000000000013	--undefined--	-200	31.394001140405823	711.3472920501982	1720.0237733935828	3001.9351345505	4285.374360031105
S1_Male_sentence_10.wav	0.24500000000000013	0.2500000000000001	--undefined--	-200	31.762070483397114	692.0745693700144	1694.3190137448817	3003.8106588195856	4197.8939975036365
S1_Male_sentence_10.wav	0.2500000000000001	0.2550000000000001	--undefined--	-200	32.08020368282688	687.5319295712674	1714.2913347063006	3009.452738322229	4128.471770528934
S1_Male_sentence_10.wav	0.2550000000000001	0.2600000000000001	--undefined--	-200	32.24360584683641	710.9156744750824	1769.1137426607534	3023.5160818344657	4113.077753963085
S1_Male_sentence_10.wav	0.2600000000000001	0.2650000000000001	--undefined--	-200	32.23872924020012	741.9849413427911	1770.6763041335792	2979.358922115612	4115.13273973182
S1_Male_sentence_10.wav	0.2650000000000001	0.27000000000000013	--undefined--	-200	32.018092869942585	720.5859792419895	1728.2584309902802	2786.2772843434363	3861.5883521231526
S1_Male_sentence_10.wav	0.27000000000000013	0.27500000000000013	--undefined--	-200	31.815317609974056	704.7457029945675	1722.9933202022055	2807.6795718013523	3976.2615482510478
S1_Male_sentence_10.wav	0.27500000000000013	0.28000000000000014	--undefined--	-200	31.75411802021346	692.3133702442458	1727.6698653057272	2863.2963403316053	4127.678517154848
S1_Male_sentence_10.wav	0.28000000000000014	0.28500000000000014	--undefined--	-200	32.30414181705615	680.2746342884425	1731.753517055843	2877.8889459138177	4135.934017684399
S1_Male_sentence_10.wav	0.28500000000000014	0.29000000000000015	--undefined--	-200	33.05132001754442	664.8288402102982	1740.8803360468228	2878.2312254066874	3969.1663064939353
S1_Male_sentence_10.wav	0.29000000000000015	0.29500000000000015	--undefined--	-200	33.44555954644074	680.476288700963	1747.2707606898712	2858.8568553439245	4057.6366253781844
S1_Male_sentence_10.wav	0.29500000000000015	0.30000000000000016	--undefined--	-200	33.41157775126289	696.1332974581069	1712.8090390186715	2889.427663866133	4306.539485695805
S1_Male_sentence_10.wav	0.30000000000000016	0.30500000000000016	--undefined--	-200	33.132795390878414	722.1337235039051	1645.351493928165	2879.854357482918	4280.81225294608
S1_Male_sentence_10.wav	0.30500000000000016	0.31000000000000016	--undefined--	-200	33.387604039571364	743.6760303219693	1598.4385795197886	2822.523904471533	4027.696409337806
S1_Male_sentence_10.wav	0.31000000000000016	0.31500000000000017	--undefined--	-200	34.84196621607627	721.5220146463347	1670.003072233923	2790.1279849121083	4063.7225314961975
S1_Male_sentence_10.wav	0.31500000000000017	0.3200000000000002	--undefined--	-200	37.93216485974368	694.3821340821163	1740.1066440382028	2739.2289590652126	3857.7771791841874
S1_Male_sentence_10.wav	0.3200000000000002	0.3250000000000002	--undefined--	-200	40.50862516000964	931.699550736677	1755.9212357608735	2592.085727034198	3751.7619861802314
S1_Male_sentence_10.wav	0.3250000000000002	0.3300000000000002	--undefined--	-200	42.09955053160188	1074.8250997255534	1759.7796439257506	2506.932533235933	3708.24740850007
S1_Male_sentence_10.wav	0.3300000000000002	0.3350000000000002	--undefined--	-200	41.83248141401689	1005.9615012529591	1766.8840993030176	2552.460821087928	3671.8152969488006
S1_Male_sentence_10.wav	0.3350000000000002	0.3400000000000002	--undefined--	-200	40.13119050366773	842.117028131838	1766.0680179079543	2709.7394135289055	3569.59719160663
S1_Male_sentence_10.wav	0.3400000000000002	0.3450000000000002	--undefined--	-200	37.53714026767201	697.8456569572547	1747.1628700077158	2800.909311051243	3564.1198127299954
S1_Male_sentence_10.wav	0.3450000000000002	0.3500000000000002	--undefined--	-200	36.296702499521885	596.2359208585005	1682.7967351339228	2744.59687403456	3633.845670566123
S1_Male_sentence_10.wav	0.3500000000000002	0.3550000000000002	--undefined--	-200	35.90811482706442	566.646648605491	1631.8060252979044	2660.592703173366	3728.2411499959467
S1_Male_sentence_10.wav	0.3550000000000002	0.3600000000000002	--undefined--	-200	36.30595952450376	605.392556935196	1618.8549256082272	2673.3071171870956	3881.055944747847
S1_Male_sentence_10.wav	0.3600000000000002	0.3650000000000002	--undefined--	-200	36.44793336882416	676.2032265310454	1635.2833796973089	2910.622869495508	4206.674867938754
S1_Male_sentence_10.wav	0.3650000000000002	0.3700000000000002	--undefined--	-200	36.4466777257286	684.8646915505079	1655.2552101888725	2740.988674099862	4025.687932693322
S1_Male_sentence_10.wav	0.3700000000000002	0.3750000000000002	--undefined--	-200	36.43883639693612	694.5894366447081	1584.748410791372	2655.2057270788337	3883.8864175735844
S1_Male_sentence_10.wav	0.3750000000000002	0.3800000000000002	--undefined--	-200	36.07667647462983	707.1432620905391	1609.8965919503325	2645.7319221939333	3784.224379047409
